year;age;sex;maritl;race;education;jobclass;health;health_ins;logwage;wage
2006;55;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.85;127.12
2004;35;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.92;137.59
2009;37;Male;Married;Asian; College Grad; Information;Muy Buena o Excelente; Yes;5.18;176.99
2003;27;Male;Never Married;Black; HS Grad; Information;Muy Buena o Excelente; No;3.15;23.27
2007;64;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.51;90.48
2003;52;Male;Divorced;White; HS Grad; Industrial;Regular o Mala; Yes;4.3;73.78
2007;47;Male;Separated;Black;  < HS Grad; Information;Muy Buena o Excelente; No;4.41;82.68
2003;26;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.04;56.91
2005;41;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.86;128.68
2009;22;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.32;75.04
2004;76;Male;Married;White; Some College; Industrial;Regular o Mala; No;4.3;73.78
2006;46;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.68;108.07
2006;39;Male;Married;Black; Some College; Industrial;Regular o Mala; Yes;4.81;123.09
2004;23;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.3;73.78
2006;49;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.82;123.91
2009;44;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.48;87.98
2006;20;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.48
2006;42;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;500;148.41
2009;46;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.74;114.48
2009;33;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.6;99.69
2006;38;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.88;130.98
2005;43;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.7;109.83
2006;18;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.3;73.78
2006;43;Male;Never Married;Black; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.79;119.74
2009;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.95;141.78
2008;53;Male;Never Married;Black; Some College; Information;Regular o Mala; Yes;4.85;128.25
2008;58;Male;Never Married;White;  < HS Grad; Information;Regular o Mala; Yes;4.51;90.48
2003;23;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.34;76.89
2004;50;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.85;127.12
2004;35;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.78;118.88
2004;36;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2005;32;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2005;41;Male;Married;White; Some College; Information;Muy Buena o Excelente; No;4.48;87.98
2004;40;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; No;4.6;99.69
2004;26;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.41;82.68
2006;26;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.88;130.98
2008;47;Male;Divorced;White; College Grad; Information;Muy Buena o Excelente; Yes;4.69;108.87
2007;25;Male;Never Married;Black; College Grad; Information;Muy Buena o Excelente; No;400;54.6
2008;57;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.42;82.68
2003;30;Male;Never Married;White;  < HS Grad; Information;Muy Buena o Excelente; No;4.09;59.63
2007;44;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.11;166.32
2009;29;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.38;79.85
2007;51;Male;Married;White; College Grad; Industrial;Regular o Mala; No;4.78;118.88
2006;37;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.53;92.9
2004;67;Male;Married;Asian; Advanced Degree; Information;Regular o Mala; Yes;5.08;160.64
2009;34;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.48
2003;50;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.79;120.59
2005;38;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;5.08;160.64
2008;55;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;5.15;171.77
2003;27;Male;Never Married;White; Some College; Industrial;Regular o Mala; Yes;4.79;120.59
2007;39;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.9;134.71
2007;54;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;500;148.41
2008;55;Male;Divorced;White; Advanced Degree; Information;Regular o Mala; Yes;4.86;129.45
2003;49;Male;Married;Black; Some College; Information;Regular o Mala; No;4.9;134.71
2003;42;Male;Married;White;  < HS Grad; Industrial;Regular o Mala; No;4.04;56.91
2005;39;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.48;87.98
2003;32;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.22;68.11
2005;39;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.86;128.68
2004;47;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.54;94.07
2003;40;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.48;87.98
2006;51;Male;Never Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.78;118.88
2009;28;Male;Married;Asian; Some College; Industrial;Muy Buena o Excelente; No;4.23;68.75
2007;53;Male;Divorced;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.54;94.07
2005;54;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.78;118.88
2009;51;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.52;91.7
2008;33;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; No;4.9;134.71
2008;55;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; No;4.85;127.12
2003;44;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;4.61;100.76
2009;30;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.66;105.93
2005;40;Male;Married;Asian; Advanced Degree; Information;Regular o Mala; Yes;4.48;87.98
2007;26;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.6;99.69
2006;49;Male;Married;Asian; College Grad; Information;Regular o Mala; Yes;4.72;112.65
2004;43;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.1;163.52
2004;43;Male;Never Married;Black; Some College; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2008;44;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.38;79.85
2006;32;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; No;3.9;49.56
2009;34;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.03;152.84
2009;36;Male;Married;Asian; College Grad; Information;Regular o Mala; Yes;500;148.41
2006;51;Male;Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.62;101.4
2007;42;Male;Married;White; Some College; Information;Regular o Mala; No;4.56;95.69
2003;60;Male;Married;White; Advanced Degree; Industrial;Regular o Mala; Yes;4.78;118.88
2004;36;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.34;76.89
2006;47;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.78;118.88
2004;60;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.93;138.3
2003;22;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;400;54.6
2005;41;Male;Never Married;Black; HS Grad; Industrial;Muy Buena o Excelente; No;4.18;65.11
2003;56;Male;Divorced;White; College Grad; Industrial;Muy Buena o Excelente; No;4.7;109.83
2003;44;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.3;73.78
2005;49;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.66;105.93
2006;45;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.76;116.27
2003;25;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.54;94.07
2007;52;Male;Married;White; Some College; Industrial;Regular o Mala; Yes;4.78;118.88
2003;30;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;500;148.41
2009;29;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.65;104.92
2007;23;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.38;79.85
2007;48;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.69;108.87
2009;44;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.7;109.83
2003;62;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2006;33;Male;Married;White; Advanced Degree; Industrial;Muy Buena o Excelente; Yes;5.02;151.59
2008;51;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.66;105.93
2005;23;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.08;59.1
2003;51;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.23;68.75
2008;47;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.18;176.99
2003;34;Male;Never Married;White; HS Grad; Information;Regular o Mala; Yes;4.64;103.9
2004;34;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.41;82.68
2006;43;Male;Separated;White; Some College; Information;Muy Buena o Excelente; Yes;4.62;101.82
2009;40;Male;Never Married;White; College Grad; Industrial;Regular o Mala; Yes;5.1;163.52
2005;59;Male;Married;White; HS Grad; Information;Regular o Mala; No;4.65;104.92
2008;53;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.7;109.83
2004;32;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.65;104.92
2008;48;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.68;107.9
2008;37;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; No;5.2;182.02
2006;20;Male;Never Married;Black; Some College; Information;Muy Buena o Excelente; No;4.32;75.04
2004;32;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; No;4.11;61.19
2004;40;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.45;85.38
2004;48;Male;Married;White; Some College; Information;Regular o Mala; Yes;4.82;123.82
2005;43;Male;Married;White; College Grad; Information;Regular o Mala; Yes;5.18;176.99
2009;56;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.78;118.88
2008;38;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.49;89.49
2006;52;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.53;92.9
2003;40;Male;Married;White; Advanced Degree; Information;Regular o Mala; No;4.85;127.12
2005;29;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.75;115.38
2007;45;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.88;130.98
2003;39;Male;Married;Asian;  < HS Grad; Industrial;Regular o Mala; No;4.23;68.75
2005;50;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.2;182.02
2003;50;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.97;143.81
2004;57;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.9;134.71
2003;30;Male;Married;White; HS Grad; Industrial;Regular o Mala; No;4.15;63.19
2005;56;Male;Divorced;Black; Some College; Information;Muy Buena o Excelente; Yes;4.32;75.36
2008;43;Male;Married;Asian; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.18;176.99
2004;43;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.65;104.92
2005;67;Male;Married;Black; Some College; Information;Regular o Mala; Yes;4.81;123.09
2005;50;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.72;111.72
2005;49;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.72;111.72
2004;50;Male;Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.48;87.98
2004;59;Male;Married;Black; College Grad; Information;Muy Buena o Excelente; Yes;4.97;144.21
2007;51;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.76;117.15
2005;39;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.36;78.39
2009;54;Male;Married;Black; Some College; Industrial;Regular o Mala; Yes;4.6;99.69
2004;55;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.81;123.09
2005;45;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; No;4.85;127.12
2008;23;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2003;74;Male;Widoed;Black; College Grad; Information;Regular o Mala; No;4.26;70.48
2005;52;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.7;109.83
2005;25;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.82
2008;45;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.26;70.48
2004;37;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;5.18;176.99
2005;55;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.73;113.57
2004;25;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; Yes;4.41;82.68
2008;66;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;500;148.41
2007;47;Male;Never Married;Black; College Grad; Information;Muy Buena o Excelente; Yes;5.08;161.22
2005;36;Male;Married;Black; College Grad; Industrial;Muy Buena o Excelente; Yes;4.85;127.12
2004;63;Male;Married;White; HS Grad; Information;Regular o Mala; Yes;4.9;134.71
2003;44;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;5.08;160.64
2006;32;Male;Never Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.65;104.92
2004;43;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.9;134.71
2009;37;Male;Married;White; College Grad; Information;Muy Buena o Excelente; Yes;4.81;123.09
2009;26;Male;Never Married;White; HS Grad; Industrial;Muy Buena o Excelente; No;4.2;66.96
2004;39;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.52;91.7
2008;45;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.08;160.64
2009;40;Male;Never Married;Black; College Grad; Industrial;Muy Buena o Excelente; Yes;4.92;136.88
2006;51;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.03;153.46
2009;52;Male;Married;Black; HS Grad; Industrial;Muy Buena o Excelente; No;4.11;61.19
2007;43;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.18;65.11
2005;52;Male;Married;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.74;114.48
2005;50;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.2;182.02
2005;54;Male;Married;White; College Grad; Information;Muy Buena o Excelente; No;4.74;114.48
2004;28;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.58;97.49
2003;28;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.92;136.88
2005;26;Male;Never Married;Asian; College Grad; Information;Regular o Mala; No;4.58;97.49
2009;45;Male;Divorced;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.4;81.28
2003;34;Male;Divorced;White; HS Grad; Information;Muy Buena o Excelente; No;4.3;73.78
2006;73;Male;Married;Black; HS Grad; Information;Regular o Mala; Yes;4.78;118.88
2009;31;Male;Never Married;White; HS Grad; Industrial;Regular o Mala; Yes;4.73;113.57
2005;29;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.51;90.48
2008;40;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.08;160.64
2003;38;Male;Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;5.19;179.53
2004;42;Male;Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;5;147.77
2007;50;Male;Married;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.48;87.98
2008;51;Male;Married;White; HS Grad; Industrial;Muy Buena o Excelente; Yes;4.08;59.03
2009;40;Male;Separated;White; HS Grad; Information;Muy Buena o Excelente; Yes;4.68;107.32
2008;25;Male;Never Married;White; College Grad; Information;Muy Buena o Excelente; No;3.9;49.56
2009;47;Male;Divorced;White; College Grad; Industrial;Muy Buena o Excelente; Yes;4.97;144.48
2009;27;Male;Married;White; Some College; Information;Muy Buena o Excelente; Yes;4.4;81.28
2003;53;Male;Divorced;White; College Grad; Industrial;Regular o Mala; No;4.4;81.64
2004;67;Male;Married;Black;  < HS Grad; Information;Muy Buena o Excelente; Yes;4.48;87.98
2008;40;Male;Married;Asian; College Grad; Information;Regular o Mala; Yes;4.88;130.98
2003;44;Male;Married;Black; College Grad; Industrial;Muy Buena o Excelente; Yes;4.48;87.98
2004;33;Male;Never Married;White;  < HS Grad; Industrial;Muy Buena o Excelente; No;4.4;81.28
2004;29;Male;Never Married;White; Some College; Industrial;Muy Buena o Excelente; Yes;4.49;89.24
2003;32;Male;Never Married;White; Advanced Degree; Information;Muy Buena o Excelente; Yes;4.74;114.11
